transcript_id	genename	P_value	full_adapt	full_adapt_dN	full_adapt_dS	rate_class_number	omega_1	omega_1_prop	omega_2	omega_2_prop	omega_3	omega_3_prop	sign	MRCA_present_aco	MRCA_present_mus	mean_dNdS	species
ENST00000004982	HSPB6	1	0.09633190708313996	0.00922031706323547	0.08711159001990454	1	0.04179974759069278	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.04179974759069278	HLacoCah2
ENST00000005178	PDK4	1	0.04529150959941972	0.00319699996919005	0.04209450963022968	1	0.0314459566155394	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.0314459566155394	HLacoCah2
ENST00000005226	USH1C	1	0.04257665714001966	0.00983383502456912	0.03274282211545056	1	0.1170083929320596	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1170083929320596	HLacoCah2
ENST00000005257	RALA	1	0.0328793146069021	1e-10	0.0328793146069021	1	0	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0	HLacoCah2
ENST00000005260	BAIAP2L1	1	0.05775756337555316	0.01428976754303667	0.04346779583251648	1	0.1345698936425226	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1345698936425226	HLacoCah2
ENST00000005284	CACNG3	0.3433410259040655	0.08577734227920786	0.06277764874295855	0.02299969353625417	2	0	0.9967317896520772	301.504280900517	0.00326821034792279	NA	NA	FALSE	TRUE	TRUE	0.9853794107820908	HLacoCah2
ENST00000005286	TMEM132A	1	0.03038140405406686	0.00510367505116247	0.02527772900290437	1	0.07773920935174246	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.07773920935174246	HLacoCah2
ENST00000005340	DVL2	1	0.04962778570015908	0.00383139479304158	0.04579639090711753	1	0.03191551788953435	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.03191551788953435	HLacoCah2
ENST00000005386	RPAP3	1	0.04931636853357693	0.02052169351380332	0.02879467501977361	1	0.2611146759422904	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2611146759422904	HLacoCah2
ENST00000006015	HOXA11	1	0.01862805995039124	0.00343160535572712	0.01519645459466411	1	0.06992803282508202	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.06992803282508202	HLacoCah2
ENST00000006275	TRAPPC6A	1	0.07316091323658243	0.02528868759679949	0.04787222563978294	1	0.15295679173743	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.15295679173743	HLacoCah2
ENST00000006658	SPATA20	1	0.04652114682274519	0.00809040867278429	0.03843073814996089	1	0.06955615924324494	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.06955615924324494	HLacoCah2
ENST00000006777	RHBDD2	0.9364053547123647	0.0924243260693857	0.04702028509805137	0.0454040409713344	2	0.05054372775301716	0.9828209705630572	18.36359441349957	0.01717902943694294	NA	NA	FALSE	TRUE	TRUE	0.36514416456368526	HLacoCah2
ENST00000007264	RPUSD1	1	0.02057431927008021	0.00123431916828805	0.01934000010179215	1	0.0217284289279445	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.0217284289279445	HLacoCah2
ENST00000007390	TSR3	0.3374721982966845	0.06224432971636214	0.03867602351307982	0.02356830620328225	2	0.2191382549752929	0.9819032455203364	22.32830889377822	0.01809675447966375	NA	NA	FALSE	TRUE	TRUE	0.6192424877747	HLacoCah2
ENST00000007414	OSBPL7	1	0.03461111910431541	0.00563915565548946	0.02897196344882595	1	0.06429530799868809	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.06429530799868809	HLacoCah2
ENST00000007516	NDUFAB1	1	0.06904444942814071	0.01318602036490435	0.0558584290632364	1	0.1024398639504453	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1024398639504453	HLacoCah2
ENST00000007699	YBX2	1	0.01783799308828155	1e-10	0.01783799308828155	1	0	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0	HLacoCah2
ENST00000007722	ITGA3	0.9759216380417292	0.04601585539235069	0.02219098513562506	0.02382487025672524	2	0.1622962395180671	0.9970399180552284	50.58539302762441	0.00296008194477159	NA	NA	FALSE	TRUE	TRUE	0.3115527379200115	HLacoCah2
ENST00000007735	KRT33A	1	0.04076065119090313	0.01191589849968711	0.028844752691216	1	0.1048839554698101	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1048839554698101	HLacoCah2
ENST00000007969	LRRC23	1	0.0749913152824117	0.02162021213418633	0.05337110314822535	1	0.142386890549379	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.142386890549379	HLacoCah2
ENST00000008391	TFAP2D	1	0.01867889367612939	7.411290855480389e-4	0.01793776459058136	1	0.01675485130458871	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.01675485130458871	HLacoCah2
ENST00000008527	CRY1	1	0.04795449573631517	0.00284711310513333	0.0451073826311818	1	0.0247047769548666	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.0247047769548666	HLacoCah2
ENST00000008938	PGLYRP1	1	0.08799323799910319	0.04875132996314036	0.03924190803596288	1	0.3901276155981995	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.3901276155981995	HLacoCah2
ENST00000009041	STARD3NL	1	0.03979711613990998	0.00813664695938034	0.03166046918052965	1	0.1113923561268808	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1113923561268808	HLacoCah2
ENST00000009530	CD74	0.4784175283960932	0.06388940861243075	0.03542762862530446	0.02846177998712625	2	0	0.901384740450208	3.882908705023139	0.09861525954979188	NA	NA	FALSE	TRUE	TRUE	0.3829140497540032	HLacoCah2
ENST00000010299	FAM76A	1	0.03322680568993479	0.00327223610397027	0.0299545695859645	1	0.04712536319443199	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.04712536319443199	HLacoCah2
ENST00000010404	MGST1	1	0.1198667291511819	0.06117271064026581	0.058694018510916	1	0.4114525127847099	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.4114525127847099	HLacoCah2
ENST00000011292	CPA1	1	0.06702276579472814	0.02710182344937902	0.03992094234534904	1	0.2170485124195295	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2170485124195295	HLacoCah2
ENST00000011473	SYPL1	1	0.04699117964837616	0.02906688588132925	0.01792429376704694	1	0.5793175237136567	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.5793175237136567	HLacoCah2
ENST00000011619	RANBP9	1	0.02045835799323575	0.00351829289549796	0.01694006509773779	1	0.08079955815353952	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.08079955815353952	HLacoCah2
ENST00000011653	CD4	0.0368143258447347	0.5394238915154562	0.50343239631826	0.03599149519719561	2	0.5489081828781086	0.9698128206973776	149.8763216087335	0.03018717930262227	NA	NA	TRUE	TRUE	TRUE	5.05668158676121	HLacoCah2
ENST00000011684	PLEKHG6	1	0.05839060434155161	0.02762998484072363	0.03076061950082799	2	0.2530798180712009	0.991959576747784	11.63221781797432	0.00804042325221598	NA	NA	FALSE	TRUE	TRUE	0.3445729038357965	HLacoCah2
ENST00000012049	QPCTL	1	0.05040230412457017	0.01547365395943928	0.03492865016513087	1	0.1716905936323087	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1716905936323087	HLacoCah2
ENST00000012443	PPP5C	1	0.02976806384286834	1e-10	0.02976806384286834	1	0	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0	HLacoCah2
ENST00000013070	UBR7	1	0.0437968598547472	0.02113200550984625	0.02266485434490094	2	0.00876966920581721	0.7728978106617513	1.599269950749048	0.2271021893382487	NA	NA	FALSE	TRUE	TRUE	0.36997576528738585	HLacoCah2
ENST00000013125	MAP4K5	1	0.03573086859494051	0.00392330705531057	0.03180756153962992	1	0.0464732215666592	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.0464732215666592	HLacoCah2
ENST00000013807	ERCC1	1	0.0987456684714521	0.0485318717877752	0.05021379668367684	1	0.3618485864573351	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.3618485864573351	HLacoCah2
ENST00000014914	GPRC5A	1	0.05969727899933475	0.01684600059010348	0.04285127840923133	1	0.1375526026296235	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1375526026296235	HLacoCah2
ENST00000014930	HEBP1	1	0.04800386722665041	0.00655059643185182	0.04145327079479857	1	0.05715881598268401	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.05715881598268401	HLacoCah2
ENST00000016171	COX15	1	0.04565680394821578	0.00842772655401982	0.03722907739419593	1	0.09894008891939164	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.09894008891939164	HLacoCah2
ENST00000017003	XYLT2	1	0.02706562480553555	0.00476378333251045	0.02230184147302509	1	0.07391981186009938	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.07391981186009938	HLacoCah2
ENST00000019103	SCTR	1	0.05866898307029764	0.02027471380238802	0.03839426926790961	2	0	0.8255774707709063	1.111488799361682	0.1744225292290937	NA	NA	FALSE	TRUE	TRUE	0.1938686875944733	HLacoCah2
ENST00000019317	RALBP1	1	0.070142224431912	0.01192263099707095	0.05821959343484101	1	0.08562763530237136	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.08562763530237136	HLacoCah2
ENST00000020926	SYT13	1	0.03398332249792538	0.00643293530617366	0.02755038719175169	1	0.07282151650398042	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.07282151650398042	HLacoCah2
ENST00000020945	SNAI2	0.3062079390578707	0.04155723477146452	0.02066330530999154	0.0208939294614731	2	0.00249119974099186	0.986648570472678	28.04228159531692	0.01335142952732205	NA	NA	FALSE	TRUE	TRUE	0.37686248516840554	HLacoCah2
ENST00000023064	SLC7A9	1	0.05945318348125023	0.00838182493752505	0.05107135854372517	1	0.05883334370867938	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.05883334370867938	HLacoCah2
ENST00000023939	RTF2	1	0.04903507226871556	0.00875382905925436	0.0402812432094612	1	0.08672361860663921	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.08672361860663921	HLacoCah2
ENST00000025008	RB1CC1	1	0.02750387894598222	0.00638937803200926	0.02111450091397294	1	0.1182811177692509	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1182811177692509	HLacoCah2
ENST00000025301	AKAP11	1	0.05415455186534422	0.02505407153231108	0.02910048033303312	1	0.3198445623209701	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.3198445623209701	HLacoCah2
ENST00000025399	STRAP	1	0.02757504233253266	9.775419285220277e-4	0.02659750040401062	1	0.01335046199574756	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.01335046199574756	HLacoCah2
ENST00000026218	PIGQ	1	0.2529107106976112	0.1109639463375255	0.141946764360086	1	0.2965111546731856	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2965111546731856	HLacoCah2
ENST00000029410	B4GALT7	1	0.03486974975705418	0.00612386721074764	0.02874588254630652	1	0.07316052522047486	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.07316052522047486	HLacoCah2
ENST00000033079	FAM13B	0.02488566044715727	0.06408677410845308	0.04922865315219803	0.01485812095625312	2	0.152788396720903	0.9985440624102668	746.9083674088241	0.00145593758973305	NA	NA	TRUE	TRUE	TRUE	1.2400179145474988	HLacoCah2
ENST00000035307	CHPF2	1	0.03256533351110092	0.00567058971046145	0.02689474380063946	1	0.08267289971123545	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.08267289971123545	HLacoCah2
ENST00000037243	GABARAPL2	1	0.00658411844088351	1e-10	0.00658411844088351	1	0	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0	HLacoCah2
ENST00000037502	MYOC	1	0.05308012928872977	0.01921478373218024	0.03386534555654958	1	0.1852691007484552	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1852691007484552	HLacoCah2
ENST00000039007	OTC	1	0.0394375579619592	0.01064123600620475	0.02879632195575443	1	0.1543971309344655	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1543971309344655	HLacoCah2
ENST00000039989	TTC17	1	0.04096427878293078	0.00489165660058181	0.03607262218234895	1	0.05536311262879207	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.05536311262879207	HLacoCah2
ENST00000040584	HOXC8	1	0.0478401630070035	0.00142548232345424	0.04641468068354931	1	0.01082631705512464	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.01082631705512464	HLacoCah2
ENST00000040663	MRI1	1	0.0504371528228062	0.00988170029593569	0.04055545252687048	1	0.07950202212102785	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.07950202212102785	HLacoCah2
ENST00000040877	TARBP1	1	0.07792811749032932	0.03448500823152591	0.04344310925880336	2	0.2251829637727425	0.9716578898462332	3.799064729895767	0.02834211015376686	NA	NA	FALSE	TRUE	TRUE	0.32647431446474007	HLacoCah2
ENST00000043402	RTN4R	1	0.0307939419271486	0.00779138942390702	0.02300255250324156	1	0.1187041725531357	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1187041725531357	HLacoCah2
ENST00000044462	PSMA4	1	0.05416054070484862	0.00129621567061451	0.05286432503423413	1	0.00954849310685538	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.00954849310685538	HLacoCah2
ENST00000046087	ZPBP	1	0.04029721080944056	0.01595865419703566	0.02433855661240493	1	0.2555804728235443	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2555804728235443	HLacoCah2
ENST00000046794	LCP2	1	0.04540693422065831	0.01237206267960941	0.03303487154104888	1	0.1591434358840436	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1591434358840436	HLacoCah2
ENST00000052754	DCN	1	0.1262194353180339	0.04845036056917415	0.07776907474885976	1	0.2451514807349286	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2451514807349286	HLacoCah2
ENST00000053243	TNFRSF17	1	0.06726945031258404	0.04173846950472588	0.02553098080785816	1	0.6603424307323053	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.6603424307323053	HLacoCah2
ENST00000053468	MRPS10	1	0.06581534219027789	0.02214160664749472	0.04367373554278316	1	0.2070291208143754	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2070291208143754	HLacoCah2
ENST00000053867	GRN	1	0.08063994252576978	0.0395724746972871	0.04106746782848276	2	0.1921218598429758	0.9723039004889698	6.215395762879901	0.02769609951103025	NA	NA	FALSE	TRUE	TRUE	0.35894305324367803	HLacoCah2
ENST00000054650	THAP3	1	0.06478520347583887	0.02581650058003558	0.03896870289580324	1	0.2401078461642783	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2401078461642783	HLacoCah2
ENST00000054666	VAMP3	1	0.03522093350584923	0.00771492328373684	0.02750601022211238	1	0.107153861340026	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.107153861340026	HLacoCah2
ENST00000054668	UTS2	0.00239595323460756	0.4613372279195996	0.4240577404747388	0.03727948744486078	2	0.3084428570973932	0.8933934431109694	43.45049207611198	0.1066065568890306	NA	NA	TRUE	TRUE	TRUE	4.90766818147363	HLacoCah2
ENST00000054950	RCN1	1	0.04634341020507241	0.00962493267924384	0.03671847752582857	1	0.1013081458407288	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1013081458407288	HLacoCah2
ENST00000055077	RFC2	1	0.03161818025577414	0.0081122824774027	0.02350589777837145	2	0	0.9403431998033565	2.085399413710197	0.05965680019664366	NA	NA	FALSE	TRUE	TRUE	0.12440825615390706	HLacoCah2
ENST00000055335	PPP1R3F	1	0.04054863116245962	0.01809124285246424	0.02245738830999536	1	0.3390739295404085	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.3390739295404085	HLacoCah2
ENST00000056217	ARHGEF5	1	0.08618422682681655	0.05072086521249347	0.03546336161432299	1	0.6035251638353982	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.6035251638353982	HLacoCah2
ENST00000056233	NFE2L3	1	0.05720707517503775	0.02242201294890549	0.03478506222613219	1	0.2619017838451975	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2619017838451975	HLacoCah2
ENST00000064571	CBLN4	1	0.02418143423148822	0.00168742424878962	0.02249400998269862	1	0.0287366427431941	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.0287366427431941	HLacoCah2
ENST00000064724	CLDN11	1	0.03380781617706727	1e-10	0.03380781617706727	1	0	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0	HLacoCah2
ENST00000064778	FAM168A	1	0.01130674250250873	1e-10	0.01130674250250873	1	0	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0	HLacoCah2
ENST00000064780	RELT	1	0.0330568894968853	0.00741303095498411	0.02564385854190115	1	0.1171155344336694	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1171155344336694	HLacoCah2
ENST00000070846	PKP2	0.7221245494305407	0.09864984539929143	0.0501607830137589	0.04848906238553241	2	0.1520681334633612	0.9779732274589054	10.82769870464293	0.02202677254109464	NA	NA	FALSE	TRUE	TRUE	0.3872178197874898	HLacoCah2
ENST00000072644	YIPF1	1	0.03712077789237117	0.00547450719830711	0.03164627069406405	1	0.07355267299579143	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.07355267299579143	HLacoCah2
ENST00000072869	ADCK2	1	0.05260078148522638	0.02105473127641271	0.03154605020881367	1	0.2627241582248888	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2627241582248888	HLacoCah2
ENST00000074304	INPP4A	1	3.423557107674657	3.399464574160862	0.02409253351354996	3	0.03757840497432483	0.9975280803641958	1	2.385375475311059e-4	24242.24058910811	0.00223338208827307	FALSE	TRUE	TRUE	54.17990996304517	HLacoCah2
ENST00000075120	SLC2A3	1	0.1255228213259949	0.05197476231515671	0.07354805901083829	1	0.2604220196822242	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2604220196822242	HLacoCah2
ENST00000075503	STYK1	1	0.040707651271253933	0.01948548346418433	0.02122216780706962	1	0.3870265761439206	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.3870265761439206	HLacoCah2
ENST00000078429	GNA11	1	0.04654083895443057	9.122222476744156e-4	0.04562861670675614	1	0.00392811878513307	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.00392811878513307	HLacoCah2
ENST00000078445	CREB3L3	1	0.06420045194245003	0.02257964590968081	0.04162080603276923	1	0.2066001490253202	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2066001490253202	HLacoCah2
ENST00000081029	MRPS35	1	0.07495486700439176	0.02571108767365375	0.04924377933073792	1	0.2037722036502509	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2037722036502509	HLacoCah2
ENST00000083182	APPBP2	1	0.02603576922051585	0.00172359005486953	0.02431217916564633	1	0.02827952950181471	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.02827952950181471	HLacoCah2
ENST00000084798	CA11	0.3137455596934702	6.904856113517995	6.891369718257793	0.01348639526022201	2	0.04020494195361721	0.9923340780423112	24242.24060705232	0.00766592195768878	NA	NA	FALSE	TRUE	TRUE	185.87902130718328	HLacoCah2
ENST00000085068	ISOC2	1	0.07981197990129925	0.02510558728976538	0.05470639261153384	2	0	0.9068025560678225	1.714581337756528	0.09319744393217766	NA	NA	FALSE	TRUE	TRUE	0.15979459809272217	HLacoCah2
ENST00000085219	CD22	0.02520978268528882	0.8922765031670565	0.8378612926112396	0.05441521055581286	2	0.3774741089451029	0.986837471355787	410.7222309842521	0.01316252864421297	NA	NA	TRUE	TRUE	TRUE	5.778648725318939	HLacoCah2
ENST00000086933	GSC2	1	0.07121270738192083	0.02020734353255739	0.05100536384936336	1	0.1191552844689747	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1191552844689747	HLacoCah2
ENST00000155840	KCNQ1	1	0.03530555168540017	0.01084845072467251	0.02445710096072766	2	0	0.7864441881451618	0.6372762172089965	0.2135558118548382	NA	NA	FALSE	TRUE	TRUE	0.13609403994184746	HLacoCah2
ENST00000155926	TRIB2	1	0.01514792645684384	1e-10	0.01514792645684384	1	0	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0	HLacoCah2
ENST00000156084	OTUD5	1	0.01673184244587269	0.0024284619155207	0.01430338053035199	1	0.07096400137227439	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.07096400137227439	HLacoCah2
ENST00000156109	GPKOW	1	0.07121890546303752	0.03996176059144275	0.0312571448715948	1	0.5195862969424423	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.5195862969424423	HLacoCah2
ENST00000156471	AQR	1	0.03415984557584972	0.00410778684690674	0.03005205872894299	1	0.05412723254773494	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.05412723254773494	HLacoCah2
ENST00000156626	ST6GALNAC1	1	0.1045155745119868	0.06302027699057157	0.04149529752141522	2	0.02529190291160377	0.6348340698338056	1.501591127531732	0.3651659301661944	NA	NA	FALSE	TRUE	TRUE	0.5643860824736444	HLacoCah2
ENST00000157600	LMCD1	1	0.02059748094006605	0.00261282109209248	0.01798465984797357	1	0.05098385515246198	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.05098385515246198	HLacoCah2
ENST00000157812	PSMC4	1	0.05306362359169561	7.906602913086682e-4	0.05227296330038695	1	0.00570127312350167	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.00570127312350167	HLacoCah2
ENST00000158009	FNDC8	1	0.07471256259455529	0.03802901026547824	0.0366835523290771	1	0.3684459903753748	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.3684459903753748	HLacoCah2
ENST00000158762	ACAP1	1	0.0508892860558012	0.00842081629202369	0.04246846976377755	1	0.07854519809181984	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.07854519809181984	HLacoCah2
ENST00000158771	DERL2	1	0.02269479476546354	1e-10	0.02269479476546354	1	0	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0	HLacoCah2
ENST00000159060	NOX3	1	0.05040975513397908	0.01654676889276297	0.03386298624121613	1	0.1998021496748551	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1998021496748551	HLacoCah2
ENST00000159087	ANO8	0.4954552241050841	0.06413544850846874	0.03112684259410235	0.03300860591436696	2	0.04199900461677584	0.996161095271076	72.54676757728524	0.00383890472892412	NA	NA	FALSE	TRUE	TRUE	0.32033790355994174	HLacoCah2
ENST00000160262	ICAM3	0.6785964659470111	1.564072547221437	1.532893962574798	0.03117858464664113	2	0.5946817561501501	0.9859711778421464	1226.785215228829	0.0140288221578535	NA	NA	FALSE	TRUE	FALSE	17.79669068188187	HLacoCah2
ENST00000160373	CTTNBP2	1	0.04378024667654834	0.01551449454365626	0.028265752132892102	1	0.2228779678765751	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2228779678765751	HLacoCah2
ENST00000160382	ACTL6B	1	0.0342809014758897	1e-10	0.0342809014758897	1	0	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0	HLacoCah2
ENST00000160827	KIF22	1	0.04980240916589723	0.01384531081680195	0.03595709834909522	1	0.1573262975091844	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1573262975091844	HLacoCah2
ENST00000161006	PRSS22	0.6166511773857338	0.127082196647642	0.08181545055893406	0.04526674608870773	2	0.2036659303115468	0.9927650248781276	59.16356648592007	0.00723497512187254	NA	NA	FALSE	TRUE	TRUE	0.6302393440194536	HLacoCah2
ENST00000161863	YTHDC2	1	0.03018015789526299	0.00139575361701082	0.02878440427825215	1	0.0175089307111317	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.0175089307111317	HLacoCah2
ENST00000162044	TMEM161A	1	0.05059965441877481	0.01826010242688913	0.03233955199188567	1	0.1842769384480499	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.1842769384480499	HLacoCah2
ENST00000162391	FOXJ2	1	0.03250518159132759	0.00621608377348709	0.02628909781784048	1	0.09642783877552603	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.09642783877552603	HLacoCah2
ENST00000162749	TNFRSF1A	1	0.09144851872083512	0.05567024014283389	0.03577827857800124	1	0.5623649059972857	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.5623649059972857	HLacoCah2
ENST00000163416	GOLGA5	1	0.04434147978324316	0.01530159074523408	0.02903988903800908	1	0.2145184630944706	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.2145184630944706	HLacoCah2
ENST00000164024	CELSR3	1	0.03730599534529597	0.00541715969491611	0.03188883565037987	1	0.06774248607675554	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.06774248607675554	HLacoCah2
ENST00000164133	PPP2R5B	1	0.01711874015234586	6.582468350207518e-4	0.01646049331732512	1	0.01422840614615369	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.01422840614615369	HLacoCah2
ENST00000164139	PYGM	1	0.02661817755306794	0.00117619767605447	0.02544197987701345	1	0.01393003391355979	1	NA	NA	NA	NA	FALSE	TRUE	TRUE	0.01393003391355979	HLacoCah2
